buyer_id,company_name,company_description,ien_code,incorporated_in,city,state_name,location,profile_views,total_inquiries_sent,industry_category,profile_completion_percentage,open_rfqs,logo_url
73da46b1-711f-4b98-b2d5-d062432f6ca1,INFOCLOUD SOLUTIONS LLC,"InfoCloud,  the premier provider of software engineering services that meets the growing needs of corporation looking for better solutions in software development.

We are the leading source for successful e-Business solutions

InfoCloud is an innovative organization with a philosophy that drives us to constantly seek ""BIG"" solutions for every aspect of our client's e-Business needs. We support the business transformation needs of the Fortune 500 as well as the e-business innovation needs of start-up dot.coms . We provide the information, resources and tools, that empower organizations like yours to overcome their business challenges, and capitalize on this technology.

We have a unique strategy. We're an e-Builder - planning, constructing and deploying a technology infrastructure that meets your current and future business needs. No matter what your level of development, InfoCloud can help you create and implement an e-Business solution, from start to finish

InfoCloud is a savvy and young design studio located in California. Comprising of a team of skilled designers and techies, with a positive attitude for delivering solutions with an edge, we have built a track record of sustained success. We offer a spectrum of design services such as print design, web design & development, interactive CD-ROMs, corporate films, product demos etc.",81-3972668,03-09-2026,Pleasanton,California,"Pleasanton, California, United States",0,0,Information Technology (IT & ITES) Services,84,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260903T223739Z-195781-79f9b26a-InfoCloud-Logo-cropped.png
f80907a8-7c70-48f5-ba63-857584bedbbe,YV CREATIVE WORKS LLC,,33-2589895,29-08-2026,New Castle,Delaware,"New Castle, Delaware, United States",0,0,Textile & Apparel Products,75,0,
ea889d15-566f-4ba9-99ac-3245bd01635d,VISOL INC,,41-4986359,27-08-2026,Plano,Texas,"Plano, Texas, United States",0,0,Others (Goods),73,0,
5c4c29f9-6d25-45bc-ac8b-c5a35a552b95,VTRENDZ LLC,,47-1823922,27-08-2026,Arlington Cir,Ohio,"Arlington Cir, Ohio, United States",0,0,Textile & Apparel Products,75,0,
616787a2-4c29-498e-8524-4186c2c8f7bd,Sky Vacations Inc,,38-3718568,27-08-2026,Southfield,Michigan,"Southfield, Michigan, United States",0,0,Tourism and Hospitality Services,73,0,
197ad99b-aba0-4dae-9859-46b6c7193ddf,SOMA BEVERAGE LLC,,88-1746027,26-08-2026,Glenview,Illinois,"Glenview, Illinois, United States",0,0,General Trading,73,0,
da3515ca-ea20-4fc7-a85c-26fb04444389,JUTE PACIFICA LLC,,42-4522826,26-08-2026,Vancouver,Washington,"Vancouver, Washington, United States",0,0,Others (Goods),73,0,
2c2e1963-8db3-4441-b4ff-5f95afb78e5e,SinZenArd International Food Manufacturers LLC,,34-1983677,26-08-2026,Gravois Industrial Ct,Missouri,"Gravois Industrial Ct, Missouri, United States",0,0,Food Products,73,0,
fb76a61a-dee6-46c0-b1e8-049d1b32cd62,EASEMED LLC,,99-2476073,26-08-2026,Ashburn,Virginia,"Ashburn, Virginia, United States",0,0,Medical or Surgical Instruments,75,0,
e62729ae-ba31-4017-ab7b-08a4736042fd,Thoughtminds Tech Sales and Billing LLC,"At ThoughtMinds, we build enterprise AI the Half Human + Half AI way, pairing human expertise with AI innovation. From engineering software and Agentic AI solutions to automating workflows and running operations after go-live, we help enterprises turn complexity into measurable outcomes across the full lifecycle.",41-3490565,26-08-2026,Ste N,Wyoming,"Ste N, Wyoming, United States",0,0,Information Technology (IT & ITES) Services,78,0,
9e111604-e06f-4818-b79e-44599f50e1ce,POLYMER BAZAAR US,,42-2744267,26-08-2026,Houston,Texas,"Houston, Texas, United States",0,0,Chemicals or Allied Products,75,0,
facb6224-785a-45f1-a58a-fd9698905294,GLOBETROTTER LLC,,84-3361851,25-08-2026,Redmond,Washington,"Redmond, Washington, United States",0,0,Tourism and Hospitality Services,75,0,
6716932a-cb2a-4ce7-bb59-ed773f4624ac,NUTRIST HEALTH INC,,92-1108090,25-08-2026,Clifton,New Jersey,"Clifton, New Jersey, United States",0,0,Pharmaceutical Products,75,0,
440d8103-bc9f-4e0d-8243-2abfc63dc509,PHYSRECS.COM L.L.C.,,,25-08-2026,Alexandria,Louisiana,"Alexandria, Louisiana, United States",0,0,Retail Trade Services,75,0,
0fed2569-887c-4c2d-bd3f-04b5d0e709da,SWAN AND CO LLC,,42-4707078,25-08-2026,Winter Park,Florida,"Winter Park, Florida, United States",0,0,Miscellaneous Products,73,0,
e4371c4d-0baa-4a06-9ae7-c64f6bf22121,SPUNDHANN INC,,88-3296078,20-08-2026,Milpitas,California,"Milpitas, California, United States",0,0,Handicrafts,75,0,
c8f6ebb6-13b3-4420-9a1d-d69b84cfd19c,AUM AYURVEDA INC,,47-1714687,20-08-2026,New York City,New York,"New York City, New York, United States",0,0,Others (Goods),75,0,
a1cd305a-e80a-4e2c-a5e3-a438823ef30d,DRUNK DESI IMPORTS LLC,,99-4010206,20-08-2026,Princeton,New Jersey,"Princeton, New Jersey, United States",0,0,Wholesale Trade Services,75,0,
062d239e-3d71-42b2-8932-6dc2566214c8,NELBERRY LLC,,42-4483382,19-08-2026,Newton,Massachusetts,"Newton, Massachusetts, United States",0,0,Agricultural or Allied Products,73,0,
b1ae2e2d-40f4-45b9-8ed6-85644d62fc2e,Importer,"We are INDIA Based Company Working in Different Products , Now we want to have a Permanent Trade with USA to Import Metal Scraps from USA to India on Permanent Basis , We soon will go for the Business Set up Physically , Our Main import Products will be COPPER  ALUMINIUM  UBC   MOTORS   ZINC  STAINLESS STEEL Etc . We will be bridge between the Indian Buyers and USA Sellers and have a Good Business Trades . With respect and Follow both the Great Two Countires Law Regulations .",39-2847904,19-08-2026,Sheridan,Wyoming,"Sheridan, Wyoming, United States",0,0,General Trading,64,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260819T055030Z-351629-8412df68-SHREYA%20VISITING%20CARD-cropped.png
55fbc811-daa4-4af8-8850-3d2d19e97130,VEASHA,,41-3749076,17-08-2026,Saint Charles,Illinois,"Saint Charles, Illinois, United States",0,0,"Healthcare Services including services by nurses, physiotherapist and paramedical personnel",75,0,
be0fd775-de04-4e34-9e2d-c11d8a9a3407,ADVENTURE TRIPR INC,,84-2233740,17-08-2026,Bellevue,Washington,"Bellevue, Washington, United States",0,0,Tourism and Hospitality Services,75,0,
1a93a164-b114-4003-b55d-62c97fe516a5,Seven Hills IMEX TX LLC,,39-4694237,17-08-2026,Austin,Texas,"Austin, Texas, United States",0,0,Agricultural or Allied Products,73,0,
ef008200-8f44-4361-8c62-0698b840ab51,EC Overseas Trading LLC,,39-4208949,16-08-2026,Englewood Cliffs,New Jersey,"Englewood Cliffs, New Jersey, United States",0,0,Mineral and Petrochemical Products,73,0,
7abc8046-41e7-42a9-bd82-32d1e48d41d7,RUDRAS COMMERCIALS INC,,87-1869458,13-08-2026,Friendswood,Texas,"Friendswood, Texas, United States",0,0,Food Products,75,0,
bafa2668-588f-47c0-9eaf-11f3021b7268,Sky Bird Travel,,38-2113644,12-08-2026,Southfield,Michigan,"Southfield, Michigan, United States",0,0,Others (Services),75,0,
60ea47ec-df77-4ff4-a087-cafd19f025ef,MARG PHARMACY INC,,11-3279315,07-08-2026,Staten Island,New York,"Staten Island, New York, United States",0,0,Pharmaceutical Products,75,0,
1968e378-5ed0-49dc-b1bd-54285b71ba76,ICAI OHIO CHAPTER,,,07-08-2026,Mason,Ohio,"Mason, Ohio, United States",0,0,Others (Services),77,0,
af20dd96-6855-4753-a4f0-ed739ed99fd2,"HOMENEEDS, INC.",,20-4106384,30-07-2026,Bellevue,Washington,"Bellevue, Washington, United States",0,0,Food Products,75,0,
f70292d3-0cdb-45a3-9e6e-7dcc7997aace,SWADESHI CENTRAL TX LLC,,99-1988429,29-07-2026,Georgetown,Texas,"Georgetown, Texas, United States",0,0,Food Products,75,0,
fa3322c1-1e7d-4413-ad29-97fab6e4e0bc,"Neman Brothers & Assoc., Inc.","Neman Brothers & Associates, Inc. is a Los Angeles, California-based textile importer, distributor and converter serving the apparel, knitting, dyeing and textile manufacturing industries. Established in 1981, the company specializes in sourcing and supplying yarns, greige goods, knitted fabrics and textile raw materials from a global network of mills and suppliers. With decades of industry experience, Neman Brothers provides cost-effective sourcing solutions, inventory management, logistics support and reliable supply chain services to customers across the United States, Mexico, Central America, and other international markets.",95-3800795,1982,Los Angeles,California,"Los Angeles, California, United States",0,0,Textile & Apparel Products,89,0,
0454b795-2059-4542-a428-349fffd45fa2,ASSURION TECHNOLOGIES INC / DBA The Betel Leaf USA,,93-3965079,28-07-2026,Pawnee Dr,Maryland,"Pawnee Dr, Maryland, United States",0,0,Food Products,75,0,
cb747053-0d4d-40f4-8455-bc8fbeba229f,PREMIUM BEVERAGES LLC.,,81-0775088,28-07-2026,Lynnwood,Washington,"Lynnwood, Washington, United States",0,0,Others (Goods),73,0,
8225b4d6-dc01-4020-b769-5d3340114e7d,ENCHANTED TEAS LLC,"Enchanted Teas is a premium botanical tea and gift boutique based in Seattle, WA. We offer hand-blended loose-leaf teas, sell signature butterfly pea flower tea blends, Haldi Dood mix, gift sets, and merchandise with a retail and tea service location at Pacific Place, Seattle. Our product line spans 19 signature blends across wellness, floral, and specialty categories, including custom tea blending services.",99-1800327,2024,Lynnwood,Washington,"Lynnwood, Washington, United States",0,0,Food Products,89,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260728T004621Z-671440-5c88a78f-Enchanted%20Teas%20Cup%20Sticker%20Design-4-cropped.png
ce9bcb7d-ba4f-49e4-9658-caf58f5dcf5b,"LAYEREADY, INC.","Layeready, Inc. is a Delaware corporation building a U.S. contract assembly and test facility for optical modules used in AI data centers. The facility will perform photonics packaging — die attach, active alignment, fiber-array attach — and final optical/electrical test for 800G/1.6T pluggable transceivers, with co-packaged optics (CPO) engines as the follow-on product. It will operate as a domestic second source for U.S. optical module vendors and their hyperscale customers. Site under evaluation in the Midwest and Southeast U.S.; a federal funding submission is in preparation for late 2026.

Sourcing from India — components and sub-assemblies: transceiver housings and precision-machined metal parts; high-speed printed circuit board assemblies (SMT); fiber optic patch cords, fiber arrays (FAU) and cable assemblies; optical and electrical test fixtures and jigs; cleanroom consumables. ISO 9001 required; Telcordia GR-468 familiarity preferred.

Partnership: Indian electronics, EMS and semiconductor packaging (OSAT) companies seeking a U.S. manufacturing partner for the AI data center market. Structures of interest include volume sub-assembly in India with qualifying packaging and test in the U.S., and co-investment in the U.S. facility.

Facility engineering: experienced partners to support the ground-up technical design of the facility — photonics packaging line layout and process flow, cleanroom (ISO 7 / Class 10,000) design and fit-out, equipment specification and procurement (die attach, active alignment, fiber attach, burn-in, optical/electrical test), MES and quality systems, and staffing plans. Preference for firms with direct experience delivering optical transceiver, OSAT or semiconductor packaging facilities in India, on a consulting, build-transfer or joint-venture basis.


Legal name: Layeready, Inc.
Entity type: C-corporation, State of Delaware (File No. 10715102)
Year established: 2026
Headquarters: Chicago area, Illinois, USA
Industry / sector: Semiconductors & optoelectronics; Electronics manufacturing; Fiber optics / optical communications
Business type: Manufacturer (contract assembly and test); Importer / buyer
Products handled: Optical transceivers (800G/1.6T), co-packaged optics engines, photonics packaging and test services
Sourcing categories: Electronic components & PCBA; Precision machined parts; Fiber optic components & cable assemblies; Test fixtures & equipment; Cleanroom consumables
Target markets: AI data center supply chain — U.S. optical module vendors and hyperscale operators
Employees: 1-5
Website: www,layeready.com
Contact: Ken Patel, Founder",,28-07-2026,Newark,Delaware,"Newark, Delaware, United States",0,0,Information Technology (IT & ITES) Services,81,0,
ae3575b7-4500-4839-9cfe-710d1ccc9f07,OATSY LLC,,33-4683062,27-07-2026,Bend,Washington,"Bend, Washington, United States",0,0,Food Products,75,0,
3093cb4c-fd45-4f34-a5c7-55e921ccedf3,KALORAMA SOLUTIONS,,42-3367645,26-07-2026,Washington,District of Columbia,"Washington, District of Columbia, United States",0,0,General Trading,73,0,
146c3136-bcfe-4a28-b4f1-f2fed64a0b9a,Quadrant Technologies LLC,,30-0226524,24-07-2026,Redmond,Washington,"Redmond, Washington, United States",0,0,Information Technology (IT & ITES) Services,75,0,
ae952bba-1bb2-47cd-b561-120baa461266,KANAKA-COLLECTIONS,,33-3982728,23-07-2026,Milford,Connecticut,"Milford, Connecticut, United States",0,0,Textile & Apparel Products,75,0,
ee37d477-9fc1-4d00-82c8-664762f5ab2a,BRAHMAPUTRA TOURS INC,,39-3524671,21-07-2026,Winchester,Massachusetts,"Winchester, Massachusetts, United States",0,0,Tourism and Hospitality Services,81,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260722T111741Z-201037-a0f6d356-logo%20blue%20small-cropped.png
e2ee9ecb-1d70-483f-9875-4fa56cfbe308,AKSHAYA VIKAS ENTERPRISES LLC,,88-4015483,20-07-2026,Chantilly,Virginia,"Chantilly, Virginia, United States",0,0,"Accounting, Bookkeeping and Consultancy Services",73,0,
d5b4dc4e-33f2-408a-967f-02a5d291f613,GALACTIC ENTERPRISES,,88-4226922,18-07-2026,Glen Allen,Virginia,"Glen Allen, Virginia, United States",0,0,Others (Goods),89,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260803T162001Z-997295-6a2e14b6-0FD55294-D7A0-4105-8357-BF669EA9BCE9-cropped.png
b47af8ec-3f73-47ff-b8d2-0cdfe1398213,ANITAS NATURAL KITCHEN LLC,,83-2910452,16-07-2026,Cresskill,New Jersey,"Cresskill, New Jersey, United States",0,0,Food Products,81,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260716T151553Z-695672-b3716f17-598823370_17993029952903448_4715592245537140_n-cropped.png
4a34d465-7d00-4449-946d-ce143f47784d,All Equipment Corp.,,66-0948145,16-07-2026,Yauco,Puerto Rico,"Yauco, Puerto Rico, United States",0,0,Mechanical and Electrical Equipments,78,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260720T140317Z-318298-6a07c5ac-1000142538-cropped.png
0553d369-6eb4-4cf5-aa66-ad94812d7d9c,PINAKA FOODS INCORPORATED,,81-2618474,15-07-2026,Piscataway,New Jersey,"Piscataway, New Jersey, United States",0,0,Food Products,75,0,
89bfb5dd-5da7-4ed3-b681-2cc0b4e7d10d,YOOKTI INC,,41-3678406,14-07-2026,Frisco,Texas,"Frisco, Texas, United States",0,0,Advertising Services,75,0,
1d1f8db7-2ccf-4985-a87a-9eea9b5fe498,MANNA FOODS LLC,,39-2125804,13-07-2026,Springfield,Virginia,"Springfield, Virginia, United States",0,0,Food Products,75,0,
edf786b3-82a5-421d-862f-72419891f0de,PERSEVERANCE APPLIED SCIENCES LLC,,41-3449829,10-07-2026,Tracy,California,"Tracy, California, United States",0,0,Engineering Products,73,0,
d08f7c1a-2d6e-457b-ad3e-540b15569f4d,DURGA MARKETING LLC,,33-2025911,08-07-2026,Iselin,New Jersey,"Iselin, New Jersey, United States",0,0,Agricultural or Allied Products,73,0,
20f55e8a-be29-48cd-a525-fb9f8878cc92,CATION CONSULTANCY,,92-3985603,07-07-2026,Willowmore Cedar Dr,Florida,"Willowmore Cedar Dr, Florida, United States",0,0,Gems and Jewellery Products,73,0,
c21caac8-3ef5-4e94-96fa-9f84283f142b,TLABS LLC,"We are a USA-based sourcing and distribution company actively seeking reliable exporters, manufacturers, and suppliers from around the world.

Our focus is on building long-term partnerships with trusted exporters who can provide quality products, competitive pricing, consistent supply, and professional business practices. We are interested in establishing direct relationships with manufacturers and export companies for wholesale, private label, and distribution opportunities within the United States market.

If you are an exporter looking to expand your products into the U.S. market, we welcome the opportunity to discuss potential business collaboration.",88-2153596,2019,Chesterfield,Missouri,"Chesterfield, Missouri, United States",0,0,Information Technology (IT & ITES) Services,89,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260706T183055Z-908807-a2a6f09f-IMG_8266-cropped.png
eb77f3d3-7d67-491d-b4df-446d682c9093,AUSTEREX INC,,35-2925513,03-07-2026,Sheridan,Wyoming,"Sheridan, Wyoming, United States",0,0,Textile & Apparel Products,73,0,
00334b99-0e37-412d-924c-2d2608f34262,SUN & MOON RITUALS LLC,,,01-07-2026,Mount Dora,Florida,"Mount Dora, Florida, United States",0,0,Food Products,81,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260727T150930Z-310373-303bb07b-ChatGPT%20Image%20Jul%201%2C%202026%2C%2009_42_38%20PM-cropped.png
69a06d0c-da0b-404a-b95f-63ece0c1fa01,OREGREY LLC,,42-3179536,30-06-2026,Portland,Oregon,"Portland, Oregon, United States",0,0,Mineral and Petrochemical Products,73,0,
4a3403d8-025e-43e0-b643-cd519fbc9534,TRIDEVAYUR INC,,39-3615875,30-06-2026,Columbus,Georgia,"Columbus, Georgia, United States",0,0,Miscellaneous Products,73,0,
dbf8fa58-48d5-4f84-b73e-923fab4f9644,Valmark Energy LLC,,32-0719480,29-06-2026,Katy,Texas,"Katy, Texas, United States",0,0,Engineering Products,75,0,
ba540fbe-384a-4c31-bd7b-be8160b06737,ARRA GLOBAL LLC,ARRA Global was founded to bring American buyers a more direct route to world-class apparel manufacturing — without giving up the responsiveness of a domestic point of contact.,42-1796676,26-06-2026,Mountain House,California,"Mountain House, California, United States",0,0,Textile & Apparel Products,84,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260730T163620Z-268989-1c149a4c-Shrey%20png-cropped.png
39ddbaf9-8e1c-4263-b41d-60fab994c75c,THIRUVIZHA LLC,,92-3747483,26-06-2026,Sunnyvale,California,"Sunnyvale, California, United States",0,0,Food Products,73,0,
2ae62de7-6f97-48c3-9573-33b4e9d8e5d1,LIDHI LLC,,39-4041221,26-06-2026,Belmont,California,"Belmont, California, United States",0,0,Textile & Apparel Products,73,0,
12f18062-29cd-43e9-818f-d2751d69699b,ANYWORKS CRAFT CO,"At AnyWorks Craft Co., we provide professional-grade laser engraving and custom fabrication services tailored to meet the needs of businesses and high-volume retail clients alike. Utilizing advanced laser technology and an engineering-driven ""zero-error"" mindset, we specialize in high-fidelity branding across a diverse range of materials, including glass, wood, acrylic, certain plastics and metal. Our signature capability—specialized inner engraving—allows us to create stunning, permanent sub-surface designs within crystal and glass for premium awards and unique corporate gifts. Whether you require a single high-end prototype, industrial marking for technical components, or a bulk production run of 500+ pieces for an event or sports team, we deliver micron-level accuracy and perfect repeatability.",41-4412397,26-06-2026,Flower Mound,Texas,"Flower Mound, Texas, United States",0,0,Miscellaneous Products,84,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260706T180852Z-330058-a72210d3-1000054288-cropped.png
5df0ecd8-6986-4b15-b3cb-0c3deed8ffe3,Eleven House Global LLC,,30-1488281,24-06-2026,Sheridan,Wyoming,"Sheridan, Wyoming, United States",0,0,Retail Trade Services,81,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260721T060748Z-517791-cf6a9888-1000338328-cropped.png
11c82bac-00f2-436a-a932-586ecac77b3d,MSN Pharmaceuticals Inc,,46-4327516,22-06-2026,Bridgewater,New Jersey,"Bridgewater, New Jersey, United States",0,0,Pharmaceutical Products,73,0,
75b964fd-8d78-4558-a82b-7e3b936bc772,"Drashti Medical Solutions, LLC",,20-5987600,21-06-2026,Rockledge,Florida,"Rockledge, Florida, United States",0,0,Medical or Surgical Instruments,75,0,
a365c059-ee90-49d5-9192-32887c896cfe,AR4 Agro International LLC,,36-5011740,20-06-2026,Sheridan,Wyoming,"Sheridan, Wyoming, United States",0,0,Food Products,75,0,
9be8bd5a-5355-4df3-8f90-b8ba6d7bd161,BigWin,,88-0944496,19-06-2026,Holly Springs,North Carolina,"Holly Springs, North Carolina, United States",0,0,Food Products,73,0,
3b086df0-3c36-4f9d-8cdb-e1c140d60242,THREAD SOLUTION LLC,,85-4101147,19-06-2026,Allentown,Pennsylvania,"Allentown, Pennsylvania, United States",0,0,Textile & Apparel Products,81,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260619T133255Z-420797-ba7c799c-df7b776b-f2af-4902-bee7-caf83605dee2-cropped.png
4ab2aaa7-1c3a-4feb-831c-c3e9510fc3c0,A3K LLC,,99-1411568,18-06-2026,Bonney Lake,Washington,"Bonney Lake, Washington, United States",0,0,Others (Services),73,0,
02981263-e073-4f87-b6ec-322f938a46f3,DrawingBoard Capital LLC,,99-2223523,18-06-2026,New York City,New York,"New York City, New York, United States",0,0,Consultancy Services,75,0,
509fabb4-8275-491d-8888-8cc16a4b3049,Seva Ltd,"Seva Ltd Certified Public Accountants is a U.S.-based CPA firm providing accounting, tax, payroll, sales tax, entity formation, and regulatory compliance services to businesses operating in the United States. We specialize in supporting Indian companies entering or expanding in the U.S. market, helping them navigate financial, tax, and compliance requirements efficiently. With teams in both the United States and India, we deliver practical, technology-driven solutions that enable businesses to focus on growth while remaining compliant with U.S. regulations.",27-4055491,2010,Huntsville,Alabama,"Huntsville, Alabama, United States",0,0,"Accounting, Bookkeeping and Consultancy Services",89,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260618T110611Z-638972-afcb66a1-Seva-Logo-Circle-Website-cropped.png
a0fd49a7-bd56-4932-9bc2-c24651b72959,Law Office of Libby Babu Varghese,"Intellectual Property Attorney. 
US Attorney. 
US Registered Patent Attorney. 
US Trademark Attorney.",41-3143497,18-06-2026,New York City,New York,"New York City, New York, United States",0,0,Legal Services,84,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260707T153842Z-124048-df620196-Screenshot%202026-07-07%20at%2011.38.18%C3%A2%C2%80%C2%AFAM-cropped.png
5f73f8d8-9754-4762-87b8-f8e53e819998,Soum Company,,39-4817198,18-06-2026,San Antonio,Texas,"San Antonio, Texas, United States",0,0,Others (Goods),73,0,
8e03ad0b-0de1-49f0-8932-fe801ee36914,Sumvid Solutions LLC,,87-1252718,18-06-2026,Frisco,Texas,"Frisco, Texas, United States",0,0,Information Technology (IT & ITES) Services,81,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260618T174852Z-458045-176cbfc3-sumvid-logo-cropped.png
aa9de1f6-fc88-429f-82a2-c7bd5ae7a359,NORTHSTAR HOLDING LLC,,93-2758116,18-06-2026,Pewaukee,Wisconsin,"Pewaukee, Wisconsin, United States",0,0,Handicrafts,73,0,
f3fd03b0-e7e2-4e90-bc6b-5600f3a58b6f,Bharat Connects LLC,,42-3206666,17-06-2026,Raleigh,North Carolina,"Raleigh, North Carolina, United States",0,0,Others (Services),75,0,
069e4533-b59d-4d97-b881-b6afa1290a31,Narthanashaala LLC,,87-3323127,17-06-2026,Woodinville,Washington,"Woodinville, Washington, United States",0,0,Education Services,73,0,
e49296c3-d22f-4c06-beb1-da3a9088289e,"/disregarded entity name, if different from above",,33-1190363,17-06-2026,Redmond,Washington,"Redmond, Washington, United States",0,0,Information Technology (IT & ITES) Services,73,0,
a9c83ccd-4c66-46a6-a407-331d3be05dff,Rootsie Pure LLC,,42-2977594,17-06-2026,City of Sammamish,Washington,"City of Sammamish, Washington, United States",0,0,Food Products,73,0,
3c0f06f4-2b90-47b8-be3d-3dabfd61e3b8,Blue Plate Foods LLC,,99-2252872,14-06-2026,Marlton,New Jersey,"Marlton, New Jersey, United States",0,0,Food Products,75,0,
0f248fc3-7dc0-417c-b415-e73af94fd0d9,Mapleleaf Global Enterprises Ltd,"MLG is a market leader trading in highest quality Essential goods, Home Furnishings, Textiles & Consumer Products. 
We are one of the most prominent and successful ethnic Asian and Middle Eastern foods distributor in the Northern Hemisphere.",37-1832773,11-06-2026,Allen,Texas,"Allen, Texas, United States",0,0,Food Products,84,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260730T082420Z-809164-dd0f3491-Asset%206-1-cropped.png
ca3a0186-aaff-47f3-bc79-abe5debc4550,KORA BUSINESS SOLUTIONS LLC,,,10-06-2026,Branchburg,New Jersey,"Branchburg, New Jersey, United States",0,0,Wholesale Trade Services,75,0,
23f5bc3a-e48b-4de5-945f-0cdeb67343f6,KIRTI GLOBAL LLC,,38-4339674,10-06-2026,Cedar Grove,New Jersey,"Cedar Grove, New Jersey, United States",0,0,Gems and Jewellery Products,73,0,
