supplier_id,company_name,company_description,iec_code,deal_in,year_established,city,state_name,location,total_reviews,total_products,catalog_listed_products,industry_category,is_star_exporter,logo_url
52f6037e-732e-431a-be1a-7b44094d1047,CHHEDA SPECIALITIES FOODS PRIVATE LIMITED,"Founded in 1993, Chheda Specialities Foods Private Limited is one of Mumbai’s leading snack brands, bringing authentic Indian flavours to families across India and the world. From our iconic banana chips to a wide range of namkeens, traditional snacks, potato chips, sweets, and modern snack offerings, every product is crafted with a commitment to quality, taste, and consistency.

At Chheda’s, we believe food brings people together. Rooted in family values and driven by innovation, we create snacks that turn everyday moments into joyful experiences. Today, with a strong manufacturing foundation and exports across multiple international markets, we continue our journey of sharing the taste of India — from our family to yours.",0308071662,Goods,2005,Mumbai Suburban,Maharashtra,"Mumbai Suburban, Maharashtra, India",0,6,4,Food Products,1,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260518T120114Z-579680-3036a154-New%20Logo_page-0001-cropped.png
9e4f4f9a-8e35-4b4c-8679-ce2c7007ce22,HEROS FASHION PRIVATE LIMITED,"Hero’s Fashion is a 3rd generation decorative textile manufacturing company based out of Jaipur. Our expertise lies within the textile crafts of Rajasthan - block prints. While we take pride in our rich legacy of traditional block printing, we’ve also embraced creative screen printing techniques, blending heritage craftsmanship with modern design to cater to contemporary trends and diverse customer needs.",1305001699,Goods,2004,Jaipur,Rajasthan,"Jaipur, Rajasthan, India",0,2,2,Handicrafts,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F190694629-New%20logo%20PNG.png
0e42576c-e095-43e1-916a-c255e0ed9601,CRAYON PACKAGING,,AAPFC7396A,Goods,2020,Ahmedabad,Gujarat,"Ahmedabad, Gujarat, India",0,0,0,Plastic and Allied Products,0,
201c575d-91d9-40b0-a9ed-28a80824b062,Amit Anhad and Associates,"Amit Anhad and Associates provides dedicated financial reporting support and audit support services. Backed by solid large-firm assurance experience, the firm delivers hands-on execution and technical precision for growing businesses and cross-border teams.
Core Services: Audit Support & Financial Reviews: Pre-audit readiness, working paper compilation, ledger scrubbing, and Internal Financial Controls (IFC) testing to streamline external audit processes. 
Ind AS & IFRS Reporting: Financial statement preparation, GAAP to Ind AS / IFRS convergence, accounting reconciliations, and reporting schedules.",AUXPA8831C,Services,2024,Ss Omnia,Haryana,"Ss Omnia, Haryana, India",0,7,5,"Accounting, Bookkeeping and Consultancy Services",0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260821T120527Z-564857-4232d527-Screenshot%202026-05-27%20071258-cropped.png
5c40149c-4e6e-48c2-a45f-cf1c82ae87bb,SUTRAM AYURVEDA PRIVATE LIMITED,,AAICC7187R,Both goods and services,2020,Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India",0,0,0,Food Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260811T074153Z-148687-f697972f-BodyWell-Aayurveda--cropped.png
581a0de5-4932-4a45-9bc7-013052c3e1d3,ZOOMERS EXIM LLP,"Zoomers Exim LLP is a specialized Indian exporter dedicated exclusively to Makhana (Fox Nuts) and Makhana-based products. Unlike diversified food companies, our entire product portfolio is built around this unique Indian superfood, enabling us to deliver unmatched expertise, quality, and innovation across every SKU we offer.

From premium raw and graded Makhana to roasted, flavoured, and value-added Makhana products, we provide a comprehensive range tailored for retail, private-label, and international markets. With a strong focus on quality assurance, customized packaging, and global compliance standards, we support importers, distributors, and brands with reliable supply solutions and market-ready products.

Our mission is to establish Makhana as a globally recognized superfood by bringing the finest products from India to consumers worldwide through innovation, consistency, and trusted partnerships.",AADFZ4896J,Goods,2023,Raipur,Chhattisgarh,"Raipur, Chhattisgarh, India",0,3,0,Food Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260519T071411Z-222153-cfaff251-logo-cropped.png
5bfbaa19-685b-4ee6-8e3d-3391ea0451d2,SOFT PRODIGY SYSTEM SOLUTIONS PRIVATE LIMITED,"SoftProdigy Systems is an AI-driven digital transformation agency and global technology partner empowering businesses to innovate, scale, and lead in the digital economy. With deep expertise across Agentic AI development, ServiceNow integration and implementation, data engineering and analytics, product engineering, quality assurance, performance marketing, and cloud services, we deliver end-to-end technology solutions tailored to each client's growth ambitions.
From intelligent automation and predictive analytics to enterprise-grade mobile and full-stack development, SoftProdigy combines cutting-edge AI capabilities with decades of engineering excellence. Our cloud migration expertise — spanning Snowflake, AWS, and multi-cloud architectures — enables organizations to build resilient, scalable infrastructure. Backed by specialized teams in IoT, CMS, and ServiceNow, we help enterprises modernize operations, accelerate go-to-market speed, and unlock measurable ROI.
Whether you're a startup scaling your first product or an enterprise reimagining legacy systems, SoftProdigy acts as a strategic technology partner — not just a vendor. We bring technical depth, industry insight, and a results-first mindset to every engagement, making us the trusted choice for businesses worldwide pursuing intelligent, future-ready digital transformation.",3307002708,Services,2006,Mohali,Punjab,"Mohali, Punjab, India",0,5,5,Information Technology (IT & ITES) Services,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260527T034852Z-749606-2dc359c9-Untitled%20design-cropped.png
8a51984b-fe6c-4dff-9efc-662262428f9b,Oceanic Herbs,"Oceanic Herbs is a leading trader and exporter of medicinal herbal ingredients with expertise spanning over five decades. We have been trusted suppliers of high-quality herbal raw materials to renowned Ayurvedic and wellness companies, including The Himalayan Drug Company and Baidyanath, for more than 40 years.

We specialize in sourcing, processing, and supplying over 150 medicinal herbs obtained from the rich forests of Chhattisgarh, including the Bastar region. Our portfolio also includes five varieties of herbal oils, available in both crude and double-filtered forms.

Oceanic Herbs operates with a strong commitment to quality, compliance, and international standards. Our certifications and licenses include IEC, USFDA registration, AYUSH approval, ISO 9001, ISO 14001, ISO 45001, GMP, HACCP, and FSSAI.

Our flagship wellness brand, Heiland, was launched two years ago and is currently available in the United Kingdom, USA, Canada, and Mexico. Heiland products are inspired by traditional Indian kadha formulations and combine heritage wellness knowledge with modern consumer needs.

In addition to our own brand, we provide white-label manufacturing services for herbal wellness products including loose leaf teas, Ashwagandha capsules, Shatavari capsules, and our proprietary AYUSH-approved formulation “Abrosia,” developed to support liver wellness and help manage digestive health concerns such as IBS, acid reflux, and GERD.

With deep-rooted industry experience, ethical sourcing practices, and global expansion capabilities, Oceanic Herbs continues to strengthen its position as a trusted partner in the herbal wellness and botanical ingredients industry.",AAGFO5367E,Goods,2019,Raipur,Chhattisgarh,"Raipur, Chhattisgarh, India",0,5,3,Food Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260518T124932Z-370630-30d125ec-52F8A84F-976D-45C3-B8DC-436E1A0F149C-cropped.png
f8638d8e-1c9c-49e1-ae45-5ab3b4504649,HOUSE OF GOLD,"House of Gold is where heritage meets mastery. Based in Mumbai, India, we are a premier B2B gold jewelry firm specializing in finely crafted antique gold pieces that echo the richness of Indian tradition. 
We partner with leading retailers and wholesalers across India, delivering not just jewelry, but stories cast in gold. Our commitment lies in authenticity, precision and enduring design - ensuring every piece carries both cultural depth and commercial appeal. 
At House of Gold, we pride ourselves on building strong relationships with jewelers, boutiques, and distributors by offering consistency in quality, competitive pricing, and a seamless supply experience. As we expand our footprint globally, House of Gold aims to bring India's legacy of antique gold craftsmanship to international markets-bridging tradition and modern luxury, one masterpiece at a time. ",CPUPB2265R,Goods,2025,Thane,Maharashtra,"Thane, Maharashtra, India",0,5,5,Gems and Jewellery Products,0,
ea6d4d2b-80cc-4290-becc-33183f7f62b5,TIAZ GLOBAL LLP,,AAWFT1228R,Goods,2024,Palghar,Maharashtra,"Palghar, Maharashtra, India",0,5,0,Others (Goods),0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260523T114618Z-109254-1a9740cd-TIAZ%20Global%20%2B%20Logo_no%20bg-cropped.png
7f363f03-d290-4a00-99f2-1a9067843596,SUNSTREAM GLOBAL TECHNOLOGIES LLP,"Sunstream Global Technologies is an engineering services company with capability in Product engineering and Plant engineering services. We have been assisting companies in north America to execute engineering projects on time and with in budget. Our product engineering team provides services in Hardware design, PCB Design, Mechanical Design, Embedded design and manufacturing support. We also support in product environmental regulations including ROHS, REACH, TSCA, PFAS, Prop 65 and Conflict minerals. Our plant engineering division provides services in Piping design, Mechanical design, Electrical & Instrumentation, Civil & Structural design. We support North American customers to set up dedicated engineering team’s in India or set up an innovation center or execute projects based on time and material or fix price contracts. We are ISO 9001: 2015 certified and also recognised as a D&B certified company.",0716922347,Services,2015,Bangalore,Karnataka,"Bangalore, Karnataka, India",0,6,5,Information Technology (IT & ITES) Services,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260720T080724Z-716387-53b7f190-WhatsApp%20Image%202026-07-13%20at%2014.11.56-cropped.png
9122e0f2-c642-44b4-9977-06be762e8b92,GLOBAL EXPORTERS,"Global Exporters is a merchant exporter of high-quality leather products based in India. 
Officially registered with the Council for Leather Exports (CLE),
we specialize in crafting premium products, e.g., footwear, handbags, wallets,
or jackets tailored for global markets. We partner exclusively with compliance- verified 
manufacturers and source finished products from LWG (leather working Group) 
certified tanneries to guarantee strict environmental compliance,
consistent quality, and scalability for our global partners. Our products are made from top-grade,
ethically sourced leather, including leather types, e.g., genuine cowhide,
goat leather, or eco-friendly vegetable-tanned leather, ensuring durability and
superior finish. We combine traditional craftsmanship with modern quality standards
to meet strict international buyers' requirements. Driven by commitment, competitive pricing,
and flexible minimum order quantities (MOQs). Full OEM/ODM private- label capabilities.
We translate your custom design concepts into export- ready, retail- compliant leather product lines.
We are fully equipped and ready to manage bulk international orders with timely delivery guarantees.",CUMPG8157Q,Goods,2025,Vadodara,Gujarat,"Vadodara, Gujarat, India",0,5,5,Leather Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260611T102710Z-786064-5601237f-logo%20manav%20001.jpg%20(3)-cropped.png
446b2af6-5d01-44e4-83f9-99b09ddad421,S.A. ENTERPRISES,"**About S A Enterprises**

S A Enterprises is an India-based export trading company specializing in the sourcing, development, quality assurance, packaging, and global supply of handcrafted, vintage-inspired, gift, décor, and lifestyle products. Through our flagship brand **ALADEAN**, we serve customers, retailers, wholesalers, distributors, and e-commerce sellers across the United States and other international markets.

With years of experience in international trade, we bridge the gap between skilled manufacturing partners and global buyers by providing dependable sourcing solutions, consistent quality standards, and efficient export services. Our expertise lies in identifying unique products, coordinating production, implementing quality inspections, and delivering products that meet international customer expectations.

Our product portfolio includes personalized gifts, engraved brass compasses, nautical décor, sundial compass, alidade, diver's helmets,spyglass telescopes, chalice goblets, Viking drinking horns, religious gifts, spotlight floor lamps, medieval and fantasy collectibles, decorative bells, walking canes, helmets, medieval armor suits, pickelhaube leather helmets, brass cups, engraved corporate gifts, personalized brand gifts and other handcrafted lifestyle products. We continuously develop new products and custom solutions to meet evolving market trends and customer requirements.

At S A Enterprises, we understand that successful importing requires more than simply finding a supplier. Buyers need reliability, transparency, quality assurance, and a partner who can manage the complexities of production and export logistics. Our team works closely with manufacturing partners to monitor production, conduct inspections, coordinate packaging, and ensure that every shipment meets agreed specifications.

**Our Core Capabilities Include:**

• Product Sourcing & Vendor Development
• Private Label & OEM Manufacturing Support
• Custom Engraving & Personalization Solutions
• Quality Control & Pre-Shipment Inspection
• Export Documentation & International Logistics Coordination
• Retail, Wholesale & Bulk Supply Programs
• Product Development for E-commerce Sellers and Brands
• Gift, Décor, Lifestyle and Specialty Product Exports

We proudly serve a diverse range of customers, including importers, distributors, retail chains, gift companies, corporate gifting firms, online sellers, and specialty stores. Whether a customer requires small trial orders or large-volume shipments, our objective remains the same: to provide dependable service, competitive value, and products that create lasting customer satisfaction.

At S A Enterprises, we believe in building long-term business relationships based on trust, consistency, communication, and mutual growth. Our mission is to help international buyers access quality Indian craftsmanship while benefiting from professional export support and a customer-focused approach.

We welcome opportunities to collaborate with businesses seeking a reliable sourcing and export partner from India.",6109001414,Both goods and services,2009,Haridwar,Uttarakhand,"Haridwar, Uttarakhand, India",0,4,4,General Trading,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260612T092124Z-437669-e83e5e3d-Logo-S%20A%20Enterprises-cropped.png
654458bb-7ed5-471c-a409-1e4610f0df53,MALSONS POLYMERS LIMITED,"For over 50 years, the Pankaj brand has been a trusted name in the plastic industry, starting its journey focusing on pipes and hoses. This legacy of quality and innovation continues to evolve with time. Malsons Polymers Ltd. has introduced the Micropaulin brand for modern applications like multilayer tarpaulin, shade nets, and mulch film. Building on this commitment to growth and advanced technology, we are now proud to introduce Crosspaulin, our new line of cross-laminated multilayer tarpaulin, designed to offer superior strength and durability. Our expansive network of over 5,000 dealers across more than 16 states is a testament to the trust we have built with our partners and customers.",0204021880,Goods,1995,W.b.,West Bengal,"W.b., West Bengal, India",0,6,5,Plastic and Allied Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260520T091611Z-639579-93c89bf1-mpl2-cropped.png
185b88c5-7caf-4c1b-9c86-0cd6a976089e,MYSORE PACKAGING,"We are exporters of packaging materials. We cater to many sectors for their packaging. We are specialized in BOPP Tapes, Stretch Film, PP Strapping Rolls. We have option for Printed, BOPP Tapes &amp; PP Strapping Rolls.",BARPS1504H,Goods,2026,Bengaluru Urban,Karnataka,"Bengaluru Urban, Karnataka, India",0,1,0,Plastic and Allied Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260521T142458Z-761353-285e7256-WhatsApp%20Image%202026-04-01%20at%203.52.37%20PM-cropped.png
84780c68-38fe-4d7e-a2f8-7b39fab90bc3,KANAHIYA OVERSEAS PRIVATE LIMITED,We are manufacturer Exporter of Woven Garments & Fashion Accessories from Noida. Our factory is Social compliance( BSCI).,0513071571,Goods,2006,South Delhi,Delhi,"South Delhi, Delhi, India",0,3,0,Textile & Apparel Products,1,
845bb828-9c3c-4887-b3f5-70e9e2753750,AMSA EXPORTS,"We introduce ourselves that we AMSA EXPORTS are mainly focusing on manufacturing and exporting of quality products of Home Furnishings residing at KARUR, INDIA. which was established in the year of  2004 striving for success in everywhere. We prove ourselves in achieving the motto of timely delivering, innovative and quality products. We have the skilled designers who have the knowledge to deliver creative designs according to the marketing trends and forecasts.
	Run by young entrepreneur Mr. R. Pradeep. Who has a passion towards his business.
We partner with leading retailers across the USA, UK, Japan, and Germany, delivering consistent quality, competitive pricing, and reliable on-time shipments.
What sets us apart:
•	End-to-end manufacturing – strong control over quality, cost, and timelines
•	Sustainable &amp; certified production – GOTS, OEKO-TEX, GRS, OCS, FAIRTRADE, SEDEX, CE, CTPAT compliant
•	Flexible MOQs &amp; custom development – tailored designs, private label support, fast sampling
•	Proven scalability – capable of handling large seasonal volumes with short lead times",3204002080,Both goods and services,2004,Ogft,Tamil Nadu,"Ogft, Tamil Nadu, India",0,11,0,Textile & Apparel Products,1,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260508T065512Z-272454-142a23c9-logo%203-cropped.png
45369aeb-bef7-4ec7-b5c3-962c1927071b,NIROGAM INDIA PRIVATE LIMITED,"Nirogam is an online Ayurveda supplements marketing company. It has been marketing Ayurvedic supplements all over India and abroad for more than 10 years. We’re on a mission to help people benefit from this 5,000-year life-changing tradition and make it work for a modern way of life
Through an ideal blend of technology with Ayurveda, Nirogam markets supplements that are convenient & accessible to all via the internet. These are sold via its own website, online e-commerce marketplaces and to some business clients.
Currently, Nirogam’s largest markets are in the US and India. The company offers personalized Ayurvedic consultations conducted by experienced practitioners. These consultations involve a detailed analysis of an individual's constitution and health concerns, leading to tailored recommendations for lifestyle changes, dietary adjustments, and specific Ayurvedic remedies.",0512043132,Goods,2012,South Delhi,Delhi,"South Delhi, Delhi, India",0,3,3,Others (Goods),0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260707T041453Z-646923-8441e35e-logo-cropped.png
a0434c83-7a67-4dc5-ba5b-1187076adae1,PURELLO ORGANICS PRIVATE LIMITED,"Purello Organics is a certified organic exporter today and is simultaneously building an AI-operated farming ecosystem for tomorrow. The aim is simple: reduce variability in agriculture, improve supply consistency, strengthen quality, and create greater confidence for global buyers over time.",AAQCP6574K,Goods,2026,Ahmedabad,Gujarat,"Ahmedabad, Gujarat, India",0,2,0,Agricultural or Allied Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260515T093707Z-464073-28ef15c7-purello-logo-cropped.png
93576f7d-cf59-449d-911c-1ac576b0575f,Varnya Exports,"Varnya Exports is an India-based export company specializing in premium agricultural products and handcrafted textiles.

We focus on sourcing directly from origin regions such as Kerala, Tamil Nadu, Andhra Pradesh, Telangana and Kashmir, ensuring consistent quality, traceability, and export-grade processing.

Our product portfolio includes high-curcumin turmeric, black pepper, cumin, cardamom and Dry Red chillies and handcrafted Kashmiri crewel and aari embroidery products under our brand House of Varnya. We provide organic spices as well.

We work closely with certified suppliers and follow international compliance standards for quality, packaging, and documentation.

Our goal is to build long-term partnerships with global buyers through reliability, transparency, and consistent quality.",AAQPL1169D,Goods,2025,Rangareddy,Telangana,"Rangareddy, Telangana, India",0,3,3,Agricultural or Allied Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260514T134405Z-107808-3d3f6a34-Varnya_Logo-cropped.png
d19aec8f-9152-42bb-a568-3708be4a237c,RECORN FOODS PRIVATE LIMITED,"Makino, a brand of Recorn Foods Pvt. Ltd., is an innovative Indian snack food manufacturer committed to delivering premium-quality, globally inspired snacks. Founded with the vision of introducing authentic corn-based and nut-based snacks to the Indian market, Makino combines modern manufacturing technology with carefully selected ingredients to create products that offer exceptional taste, crunch, and quality.

Our product portfolio includes Nacho Chips, Corn Munch, Super Nachos, Roasted Peanuts, and other innovative snack products, with new categories continually being introduced to meet evolving consumer preferences. Makino's products are made using high-quality ingredients, including Non-GMO, and feature attributes such as gluten-free options, zero cholesterol, and reduced oil content across selected product ranges.

Operating from a state-of-the-art manufacturing facility in Gujarat, India, Makino serves both domestic and international markets with a strong focus on quality, innovation, and food safety. The company is dedicated to developing snacks that blend international inspiration with flavors tailored to diverse consumer tastes, making Makino a trusted partner for distributors, retailers, and private label opportunities worldwide.

Makino welcomes importers, distributors, retail chains, and strategic partners across the United States and global markets to bring premium Indian-made snacks to consumers worldwide.",0816910464,Goods,2016,Prantij,Gujarat,"Prantij, Gujarat, India",0,4,4,Food Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260801T211457Z-484589-fcbee3a4-Makino%20new%20logo%20with%20space_Final%20Logo-cropped.png
1e3ebd62-9b15-4c03-ad5c-9188adf42884,DUSONS MEDICARE LLP,"Dusons Medicare LLP is an Indian medical-device manufacturing company focused on producing reliable, high-quality and cost-effective medical disposables for hospitals, healthcare institutions, laboratories and distribution partners.

The company’s product portfolio includes blood collection tubes, IV infusion sets, IV cannulas, Foley catheters, suction catheters, Ryles tubes, feeding tubes, Yankauer suction sets, three-way stopcocks, urine containers and other healthcare consumables. Supported by modern manufacturing infrastructure and quality-controlled processes, Dusons Medicare serves domestic and international markets through institutional supply, distribution and OEM/private-label partnerships.

Driven by the principles of innovation, quality and care, Dusons Medicare aims to strengthen India’s medical-device manufacturing ecosystem by promoting localisation, dependable supply and accessible healthcare solutions.",AAVFD5875B,Goods,2023,Arvalli,Gujarat,"Arvalli, Gujarat, India",0,3,3,Medical or Surgical Instruments,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260810T054502Z-795185-1a4ccab1-Dusons%20Logo-cropped.png
109091f9-87a9-410f-a6e2-7b8e12415180,MAHESHWAR ENTERPRISE,"Maheshwar Enterprise is a premier manufacturer, wholesaler, and exporter of high-quality architectural hardware, premium furniture fittings, and luxury bath accessories. Based in the industrial hub of Surat, Gujarat, India, the company has built a reputation for blending precise engineering with contemporary design. Operating under recognized brands like NGB Hardware catalog series, the company serves both domestic markets and international trade channels, with a strong focus on high-end commercial and residential segments.

Founder / Key Management: Ravi Bhuva
Headquarters: Surat, Gujarat, India (395010)
Brand :""NGB: Hardware""


Core Product Offerings

We specialize in producing elite hardware solutions that serve as the perfect finishing touch for modern interiors. Our extensive portfolio includes:

Premium Furniture Handles & Knobs: Luxury cabinet pulls, wardrobe handles, and custom knobs available in advanced dual-tone profiles (e.g., Glossy Rose Gold with Matte Black, Full Matte Black finishes).
Architectural Hardware Fittings: High-durability glass fittings, hinges, and structural components designed for seamless functionality.
Luxury Bath Accessories: Sophisticated, moisture-resistant bathroom fixtures that combine aesthetic elegance with everyday utility.


Manufacturing & Quality Standards

At Maheshwar Enterprise, production quality is driven by state-of-the-art machinery and meticulous surface-finishing technologies. Our manufacturing process ensures absolute consistency across high-volume orders.

Advanced Engineering: Utilization of precise Vertical Machining Center (VMC) cutting for clean lines, exact geometric profiles, and flawless knurling patterns.
Premium Surface Finishes: Specialization in Physical Vapor Deposition (PVD) coatings (including high-demand glossy rose gold and chrome), precise anodizing, and durable powder-coated matte finishes.
Custom Packaging: Products are dispatched in premium, brand-aligned packaging designed to protect high-finish surfaces during transit while elevating the unboxing experience for retail retailers and end consumers.



Target Markets & Export Capabilities

While maintaining a robust wholesale network across India, Maheshwar Enterprise is structurally equipped for international trade, offering streamlined export solutions tailored to:

The Middle East Market: Providing luxury-tier designs perfectly suited for wholesalers, importers, and large-scale real estate developers across the Gulf region.
Global Supply Chains: Scalable production capacity capable of meeting the strict delivery timelines and quality benchmarks required by international distributors and architectural consultants.


Corporate Contact & Business Channels

Corporate Address: No. 15, Radha Mandir Shopping Center, Surat - 395010, Gujarat, India
Primary Contact Lines: +91 73838 29224 
Primary Contact Mail Address: maheshwarenterprise9224@gmail.com 
Digital Presence: Active product showcases on Instagram, Pinterest, and official digital catalogs under the NGB Hardware portfolios.",DYFPB0639J,Goods,2021,Surat,Gujarat,"Surat, Gujarat, India",0,8,3,Others (Goods),0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260525T073317Z-995042-038ebb7f-MAHESH-01-cropped.png
66835012-a0b4-4f04-bd94-2ed049c51bb1,OM ENGINEERING,"We are IATF 16949:2016 and ISO 9001:2015 Certified Manufacturer & Suppliers of Ferrous & Non-Ferrous Machined Components machined from Castings, Forgings and Bar-Stock as per customer's designs. We are also supplying Sub-Assemblies.",2407007484,Goods,2008,Rajkot,Gujarat,"Rajkot, Gujarat, India",0,5,4,Engineering Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260512T115618Z-100936-8b1c973f-Small_Logo-Om-cropped.png
f8abdb37-1474-4b2f-baaf-124d758d9f94,RAJMUDI ORGANICS PRIVATE LIMITED,"Welcome to Rajamudi Organics – your go-to destination for all things organic!

We are a passionate and dedicated team, committed to bringing you the best quality organic products that are not only good for you but also for the environment. At Rajamudi Organics, we believe in the power of nature and its ability to nourish our bodies and heal our planet.

Our journey began with a simple vision – to promote sustainable and holistic living through organic farming practices.
From sourcing our ingredients from local farmers to using eco-friendly packaging, we strive to create a positive impact on the environment. Our products are free from harmful chemicals and pesticides.

Our Vision: A Healthier Nation
At Rajamudi Organics, our vision is to preserve and promote ancient agricultural methodologies while empowering farmers and nurturing the land. We are committed to training and supporting our farming communities in sustainable organic practices, ensuring that the wisdom of our ancestors lives on. Through our handcrafted, organic products, we strive to make the nation healthier and more sustainable. We believe that every product we create is a step towards a better future—one that honors our farmers, enriches our communities, and contributes to the well-being of every household in India.

Why Choose Rajamudi Organics?

• 100% Organic and Chemical-Free: Pure, natural products without any additives.
• Support for Local Farmers: Directly sourced from sustainable farms.
• Preserving Ancient Methods: Traditional practices that respect the land.
• Handcrafted Quality: Authentic taste and unmatched freshness.

Our Mission

At Rajamudi Organics Pvt Ltd, our mission is to breathe life into the rich tapestry of India's agrarian legacy by bridging the gap between timeless traditions and contemporary needs. We are dedicated to curating and delivering products that not only uphold the purity and essence of our land but also resonate with global sustainability and health paradigms. Our endeavor is to consistently ensure that every grain, spice, and product that carries the Rajamudi name stands as a beacon of quality, authenticity, and trust. As we journey forward, our commitment remains unwavering: to celebrate, nurture, and share the unparalleled wealth of India's agricultural heritage with the world, one harvest at a time.


Wide Range of Organic Products
Organic Rice
Organic Pulses
Organic Spices and Herbs
Ready-to-Eat Organic Foods

Our Founder

Nagendra Kumar H, the driving force behind Rajamudi Organics Pvt Ltd, embodies the spirit of innovation rooted in tradition. His visionary approach has been instrumental in revitalizing and reintroducing India's cherished grains to the modern palette. With a profound respect for the agrarian practices of his homeland, Nagendra seamlessly marries time-tested methodologies with contemporary sustainability and health paradigms. As the CEO, he's not just leading a company but curating a movement that emphasizes purity, authenticity, and eco-consciousness. Under his leadership, Rajamudi is not merely a brand but a testament to the timeless harmony of nature and nurture.",AAMCR1535J,Goods,2022,Bengaluru,Karnataka,"Bengaluru, Karnataka, India",0,13,4,Food Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260804T123708Z-814970-5580fef4-Rajamudi%20logo-cropped.png
b0f58089-7800-47dd-9288-871f4f113382,AMBER INTERNATIONAL LLP,,0317517341,Goods,2017,Mumbai,Maharashtra,"Mumbai, Maharashtra, India",0,4,4,Textile & Apparel Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260902T072333Z-735668-210652e5-Amber%20Int%20Logo-cropped.png
4d9ff906-b062-4c2f-a344-89bbfb31b647,BITIYAA,"Navira is an Indian handloom-led lifestyle and fashion brand rooted in heritage craftsmanship, sustainable practices, and contemporary design sensibilities. We work closely with artisan communities and women weavers across India to create thoughtfully crafted textiles and garments that celebrate the richness of handmade traditions while aligning with modern global aesthetics.

Our approach combines timeless silhouettes, natural textures, and conscious production methods to create products that are both culturally meaningful and globally relevant. At Navira, we believe handloom is not just a craft tradition, but a sustainable way forward that supports artisan livelihoods, preserves indigenous knowledge, and encourages mindful consumption.

With a strong focus on ethical sourcing, slow fashion, and design authenticity, Navira aims to bridge Indian textile heritage with contemporary international markets through refined storytelling and responsible craftsmanship.",ABEFB6803D,Goods,2025,Khordha,Odisha,"Khordha, Odisha, India",0,4,4,Handicrafts,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260520T070212Z-461753-892f6726-Navira%20Full%20Blue-2-cropped.png
b1a14d6f-faa0-4d71-abb9-0db5d2c71327,P AND B TRACTOR SPARES PRIVATE LIMITED,"P&B Tractor Spares Pvt. Ltd. is an Indian manufacturer and exporter of high-quality tractor and earthmoving spare parts. We specialize in precision-engineered components including pins, bushes, shafts, hydraulic parts, and customized engineering products for OEM and aftermarket applications. With a strong focus on quality, durability, competitive pricing, and timely delivery, we serve customers in domestic as well as international markets. Our company is committed to building long-term business relationships through reliable products and professional service.",AAPCP9590C,Goods,2025,Rajkot,Gujarat,"Rajkot, Gujarat, India",0,13,3,Engineering Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260519T101020Z-917708-44353036-01-cropped.png
